,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
20,Parquet Courts,Human Performance,47,"['alternative rock', 'brooklyn indie', 'denton tx indie', 'freak folk', 'garage psych', 'indie garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'neo-psychedelic', 'noise pop']",Garage Rock Revival,0.456,0.754,6,-3.875,0,0.0298,0.195,0.485,0.292,0.521,109.825,6gCdeGEhXZbAracd6B977r,255880,4
21,Oscar Anton,ophelie,52,"['french indie pop', 'french indietronica', 'new french touch', 'nouvelle chanson francaise']",Made Indie France,0.752,0.48,1,-9.921,1,0.0447,0.625,0.0256,0.0943,0.655,102.01799999999999,6XdxQd4EFvYOvWYqr1KXm3,236168,4
22,Satin Jackets,Secret Lover,50,"['alternative dance', 'deep house', 'indie poptimism', 'indie soul', 'nu disco', 'tropical house']",OFF POP,0.665,0.8170000000000001,11,-7.263,0,0.0453,0.0499,0.000349,0.16399999999999998,0.528,117.947,0wB0ikhn5PQh3P4TZxA0ix,168396,4
23,The Replacements,I Will Dare,47,"['alternative pop', 'alternative rock', 'art rock', 'indie rock', 'new wave', 'permanent wave', 'pop rock', 'post-punk', 'power pop', 'punk', 'rock', 'roots rock']",Alternative 80s,0.456,0.857,7,-5.854,1,0.0833,0.00157,0.0344,0.33299999999999996,0.5589999999999999,167.709,1MV5BzujqyRQ417qj0rXNS,197427,4
24,Tourist,Siren,47,"['chillwave', 'electronica', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",Ambiente,0.34,0.7,1,-7.997999999999999,1,0.0446,0.0741,0.892,0.10300000000000001,0.0388,127.704,5umBsHgpB2WsRA9ccQZGdz,382768,4
25,Mourn,Fun at the Geysers,25,['spanish post-punk'],pulp,0.456,0.961,7,-4.353,1,0.0772,0.000288,0.00201,0.366,0.7120000000000001,76.547,2XC3UsKero8x1dAgOdwhNg,118720,4
26,Pale Saints,Sight of You,46,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'shoegaze']",Dreampop Classics,0.45899999999999996,0.465,7,-13.564,1,0.0388,0.11,0.259,0.0915,0.11699999999999999,123.94,7fectUUMiPjZijOJIJaN3S,337600,4
27,Nation of Language,The Wall & I,46,"['brooklyn indie', 'garage psych']",undercurrents,0.5579999999999999,0.8759999999999999,6,-5.625,1,0.0288,0.0244,0.293,0.0971,0.44799999999999995,141.995,5qIOUorQ9AInP9UliORgCC,304714,4
28,Murcof,Dividing Space,20,"['ambient', 'compositional ambient', 'dark jazz', 'drone', 'dub techno', 'glitch', 'intelligent dance music', 'mexican experimental', 'microhouse', 'neo-classical', 'tijuana electronic']",Ambiente,0.0599,0.21899999999999997,0,-16.775,0,0.0467,0.0283,0.802,0.11,0.0259,55.361000000000004,4XBTMxAiMalxSqSkXazpzy,282680,4
29,fern,Wasting Time,38,[],Bedroom Pop,0.542,0.752,9,-6.462999999999999,1,0.218,0.22899999999999998,0.0891,0.129,0.514,172.511,484O5EIxlfEf4B8vbeYE3X,144706,4
30,Kit Sebastian,Abandoned,33,['psychedelic pop'],Borderless,0.444,0.698,7,-8.158,0,0.0343,0.0996,0.00403,0.105,0.43200000000000005,185.975,7AMSbXtYeAnVMAWuwzxj8a,293404,4
31,The Big Moon,Your Light,54,['london indie'],badass,0.595,0.7140000000000001,7,-8.9,1,0.0277,0.0037799999999999995,0.405,0.242,0.39899999999999997,128.011,1oA9hE3IxT8moluIvq9Uc8,307076,4
32,Juan Wauters,Locura,43,['indie rock'],All New Indie,0.718,0.63,4,-9.147,0,0.0373,0.0905,0.000169,0.483,0.6659999999999999,115.537,2xukDcihOVcK9cBvpR25we,164524,4
33,Kasabian,Club Foot,54,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'new rave', 'rock']",Alternative 00s,0.18,0.915,0,-6.855,1,0.0946,0.0224,1.4300000000000002e-05,0.0929,0.10099999999999999,94.57799999999999,35b08f3X5XiuTV0oJHZB9g,215360,1
34,Waxahatchee,Lilacs,52,"['alabama indie', 'art pop', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']",badass,0.74,0.696,7,-9.447000000000001,1,0.0298,0.524,3.12e-05,0.0752,0.426,103.04,69Akwuscu16hdYN637eTis,195600,4
35,Bad Waitress,Too Many Bad Habits,27,['canadian psychedelic rock'],Post Punk 2k,0.0936,0.7390000000000001,9,-8.736,1,0.0455,0.0030399999999999997,7.329999999999999e-05,0.33299999999999996,0.213,184.19400000000002,5AG7IDR8CYKp1KY10U0AVJ,223573,4
36,Kllo,Virtue,28,"['alternative r&b', 'aussietronica', 'electropop', 'indie electropop', 'indie soul', 'vapor soul']",Underground Hits,0.72,0.748,0,-7.497000000000001,1,0.0704,0.363,0.045,0.122,0.26,127.994,53WnMsDx4FY9ozO8u8Rr4d,220265,4
37,Night Tempo,Tokyo,33,"['denpa-kei', 'future funk']",Future Funk,0.937,0.86,10,-10.833,0,0.44299999999999995,0.595,0.044000000000000004,0.135,0.6729999999999999,119.97399999999999,6a9LRx9D3CsZ0HDP0YI3A1,208000,4
38,The Clash,London Calling - Remastered,73,"['classic rock', 'permanent wave', 'punk', 'rock']",Alternative 70s,0.6509999999999999,0.8009999999999999,0,-7.34,1,0.0514,0.12300000000000001,0.0,0.0825,0.7759999999999999,133.769,5jzma6gCzYtKB1DbEwFZKH,200480,4
39,Foals,Exits,57,"['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",Indie Roadtrip,0.483,0.858,9,-2.94,0,0.0346,0.0559,0.00107,0.514,0.7120000000000001,188.055,7gVGBGI4ZqvkYBlh2LdrQy,357419,4
40,Widowspeak,Romeo and Juliet,44,"['art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'nu gaze']",Indie Covers,0.363,0.467,0,-13.72,1,0.0388,0.175,0.0141,0.107,0.268,87.37100000000001,2Qp8gzkYvzANKwLreWj40d,332857,4
41,Night Tempo,Turn the Lights On,31,"['denpa-kei', 'future funk']",Future Funk,0.649,0.882,7,-5.461,1,0.327,0.0254,0.835,0.303,0.585,128.05200000000002,2qELSsaHSJMPzJ2Y3qkl0Y,153750,4
42,The Black Keys,Gold on the Ceiling,71,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",Sing-Along Indie Hits,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.900000000000001e-05,0.069,0.565,130.121,5lN1EH25gdiqT1SFALMAq1,224333,4
43,Rajhesh Vaidhya,Thillana - Dhanashree - Adi,22,"['carnatic', 'carnatic instrumental', 'indian classical', 'veena']",Indie Instrumental,0.494,0.7020000000000001,2,-7.064,0,0.033,0.584,0.951,0.0735,0.8859999999999999,100.455,2uz8tJWTg8hXUVG8llUl0E,215827,4
44,Dinosaur Jr.,Start Choppin',53,"['alternative pop', 'alternative rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']",Early Alternative,0.373,0.755,2,-7.574,1,0.10300000000000001,0.00411,0.000799,0.0635,0.57,111.81299999999999,7yThIhNzpgDBIGoL2y1y6u,340187,4
45,The Neighbourhood,Lost in Translation,64,"['modern alternative rock', 'modern rock', 'pop']",Ultimate Indie,0.568,0.8909999999999999,0,-5.7860000000000005,1,0.0376,0.0008960000000000001,0.00013700000000000002,0.35700000000000004,0.522,104.954,5TUZhrb8UaaA76NhzZax2Z,190227,4
46,Tupperwave,Timeless,41,"['hardvapour', 'vaporwave']",vaporwave,0.7879999999999999,0.6809999999999999,7,-13.456,0,0.158,0.11900000000000001,0.773,0.0969,0.805,86.95700000000001,5qZ5lCqoZEEZ2BlKy5rR2d,162024,4
47,Folamour,Lost In Space (feat. SG Lewis),57,"['deep house', 'disco house', 'float house', 'indie soul', 'jazz house', 'lo-fi house']",metropolis,0.6709999999999999,0.649,8,-6.869,0,0.379,0.0242,3.76e-06,0.0395,0.512,120.632,142MW1OLW8GobITMDIhMCD,143947,4
48,Gus Dapperton,Medicine,56,"['bedroom pop', 'indie pop', 'indie poptimism', 'modern rock']",Bedroom Pop,0.602,0.395,4,-4.749,1,0.027000000000000003,0.113,4.34e-06,0.243,0.209,129.942,7lLtAjBc4Fkaw0FkBQWlSX,240782,4
49,Чёрная Речка,Друг,43,['russian post-punk'],Retrowave,0.435,0.883,11,-5.494,0,0.0346,0.426,0.594,0.182,0.446,146.972,64aQgqPR3EarouVFnCXji8,196824,4
50,Para One,Dudun-Dun - Boys Noize Remix,14,['filter house'],Bloghouse,0.7020000000000001,0.594,9,-6.401,1,0.262,0.000157,0.603,0.084,0.521,126.015,14Iij6Tbd42FNrYt4gh4Xf,376747,4
51,Pale Saints,She Rides the Waves (John Peel Sessions),25,"['alternative pop', 'alternative rock', 'c86', 'dream pop', 'dreamgaze', 'noise pop', 'nu gaze', 'shoegaze']",Shoegaze Classics,0.0876,0.8390000000000001,4,-9.63,1,0.0565,3.3600000000000004e-05,0.89,0.258,0.622,169.136,04pPgXeGkAxAvyhvh09hqc,112266,4
52,The Killers,When You Were Young,0,"['dance rock', 'modern rock', 'permanent wave', 'rock']",Essential Indie,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,6zhAuOJFephGemMwlBw4mA,220413,4
53,The Hives,Hate To Say I Told You So,68,"['alternative rock', 'dance-punk', 'garage rock', 'garage rock revival', 'modern rock', 'new rave', 'rock', 'swedish garage rock', 'swedish hard rock', 'swedish indie rock']",Alternative 00s,0.45899999999999996,0.9309999999999999,5,-5.024,1,0.0612,0.00126,0.00881,0.41200000000000003,0.419,135.826,20j7B6mL9gnNvG3ic6Vwh5,200693,4
54,Totemo,Be Creative with Me,15,"['israeli indie', 'israeli singer-songwriter']",Indie TLV,0.764,0.763,1,-6.485,1,0.0426,0.12300000000000001,0.22899999999999998,0.21600000000000003,0.579,116.054,4gAdAsoTH0QKl3HmLZ2pbL,241913,4
55,The Wannadies,Hit,27,"['swedish alternative rock', 'swedish indie rock']",Alternative 90s,0.342,0.888,7,-4.404,1,0.0617,0.00116,1.18e-05,0.214,0.287,159.118,0kM9RaCDEd5QlAH0i8dINY,142147,4
56,Adam Melchor,Moon in the Morning,60,"['indie cafe pop', 'indie pop', 'new jersey indie']",Ultimate Indie,0.45799999999999996,0.46399999999999997,5,-9.126,0,0.031,0.799,3.4200000000000005e-05,0.109,0.256,122.821,1Lfr9YBRpeSwCS14kBoTAg,194267,4
57,Centaur,The Same Place,34,[],Shoegaze Classics,0.375,0.721,8,-9.487,1,0.0359,0.0007509999999999999,0.9,0.12,0.12,147.93200000000002,06WHKWWKPDqkWA5yHCCRUs,455000,4
58,Fiona Apple,Under The Table,55,"['art pop', 'chamber pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",Women of Indie,0.64,0.494,0,-8.14,1,0.0602,0.295,4.8e-06,0.248,0.547,119.854,12WhIX6MvI93bS3wPSStSY,201352,4
59,Zuzu,What You Want,35,"['english indie rock', 'liverpool indie']",Indie Roadtrip,0.496,0.897,9,-3.807,1,0.0408,0.00689,0.0,0.0949,0.7490000000000001,146.064,4UyXpL9yyJb9t2FGAyDzjC,202450,4
60,Cannons,Bad Dream,60,['vapor soul'],Ultimate Indie,0.662,0.845,5,-6.172999999999999,0,0.0352,0.0211,0.10800000000000001,0.342,0.679,114.95700000000001,2IwbIGkquI55VOzcWUg8fg,202502,4
61,Liz Lawrence,California Screaming,41,['neo-singer-songwriter'],Lo-fi Indie,0.609,0.7959999999999999,9,-8.157,1,0.0331,0.0186,0.9209999999999999,0.626,0.8190000000000001,155.046,7aoQKm7L9RGg5VxYitUkEG,197000,4
62,Of Monsters and Men,Little Talks,81,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Sing-Along Indie Hits,0.457,0.757,1,-5.1770000000000005,1,0.032,0.0206,0.0,0.146,0.41700000000000004,102.961,2ihCaVdNZmnHZWt0fvAM7B,266600,4
63,Wanda Jackson,Funnel Of Love,53,"['nashville sound', 'oklahoma country', 'rock-and-roll', 'rockabilly']",Alternative 60s,0.6,0.593,0,-9.799,1,0.0452,0.726,0.0,0.39899999999999997,0.912,134.97899999999998,6uJXOi796U1D8iW9fj2ZGn,128427,4
64,Paul McCartney,Pretty Boys (feat. Khruangbin),56,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",Feel-Good Indie Rock,0.696,0.9790000000000001,11,-5.337999999999999,0,0.0445,0.00244,0.768,0.11599999999999999,0.9620000000000001,101.021,3grdgfHCm4mWVJliAitsE6,348859,4
65,Lala Lala,Destroyer,47,"['bubblegrunge', 'indie garage rock', 'indie punk', 'indie rock']",badass,0.604,0.594,10,-6.706,1,0.0259,0.757,0.635,0.14800000000000002,0.33299999999999996,109.931,3Lllvxi2oA6DIwy2qhPgQx,192550,4
66,Izabo,Cook me,18,['eurovision'],קיצור תולדות האינדי,0.63,0.951,11,-3.7710000000000004,0,0.0734,0.21100000000000002,0.00025699999999999996,0.18100000000000002,0.867,144.17,2cmSHGVy1ZaDSIjWkKWMnM,220973,4
67,Lola Marsh,Only for a Moment,53,"['israeli indie', 'new americana']",Indie TLV,0.731,0.727,0,-5.83,1,0.0408,0.24,1.01e-05,0.10400000000000001,0.778,139.987,4MxbX0XqQXIJpnSf28WBfW,168213,4
68,Caroline Polachek,Door,59,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie pop', 'indietronica', 'pop']",Ethereal,0.684,0.43799999999999994,3,-8.309,1,0.0388,0.222,0.0,0.262,0.253,123.99700000000001,5YIVVzQcJG7pFhyNo0Ytlh,322563,4
69,Biig Piig,Oh No,60,"['alternative r&b', 'indie r&b', 'indie soul', 'modern alternative pop']",Azure,0.6970000000000001,0.41,7,-9.149,1,0.14400000000000002,0.41200000000000003,0.79,0.111,0.377,166.13299999999998,5OplD6jkrUT7XJFFIM6mph,164947,4
70,BarbWalters,Lovin' You,31,"['future funk', 'vaporwave']",Future Funk,0.597,0.9009999999999999,1,-5.061,1,0.419,0.0644,0.0131,0.13,0.42700000000000005,126.012,6nuGskQk0ug4IS8IDF8zgd,228571,4
71,Super Besse,Holod,41,"['belarusian indie', 'russian post-punk']",Retrowave,0.517,0.8809999999999999,7,-6.079,1,0.0541,0.007090000000000001,0.72,0.11800000000000001,0.8320000000000001,166.985,3uuZgHc57MBoBchsETeecJ,292235,4
72,C. Diab,Love,62,[],Fresh Finds: Experimental,0.7090000000000001,0.57,4,-9.574,0,0.35200000000000004,0.9,0.0,0.0784,0.605,80.003,4m1mrlWu35x0trDuKE5XvX,150073,4
73,The White Screen,Death to Techno,12,['israeli indie'],קיצור תולדות האינדי,0.607,0.821,1,-6.415,0,0.0384,0.315,0.638,0.267,0.298,120.014,1RYPqcuRwABiAEgGsWrnFz,279019,4
74,Pattie,I Only Want to Be with You,35,['israeli indie'],רוק ואינדי: המיטב של 2020,0.467,0.563,1,-6.199,0,0.0339,0.214,0.00041799999999999997,0.364,0.431,172.24099999999999,24BSFHUMu523GEscsmCkMy,221996,4
75,DāM-FunK,Night Kruise,37,"['popping', 'synth funk', 'wonky']",metropolis,0.792,0.41,11,-7.343999999999999,1,0.057999999999999996,0.0022600000000000003,0.777,0.0898,0.581,103.993,3p9E4GEu2GH4qHg8FGsd08,257455,4
76,Lush,For Love,50,"['alternative pop', 'alternative rock', 'britpop', 'dream pop', 'ethereal wave', 'new wave', 'noise pop', 'nu gaze', 'shoegaze']",Dreampop Classics,0.509,0.611,6,-11.036,0,0.0291,0.15,0.0,0.107,0.9,129.92600000000002,3KiKpbpJp9QKuTZb9ocfJi,209133,4
77,Tom Odell,money,59,['pop'],OFF POP,0.807,0.7879999999999999,9,-6.042999999999999,0,0.109,0.273,0.0010400000000000001,0.225,0.602,83.016,0wdG81xz8LHGZV7ScbAHr4,176250,4
78,Radiohead,High And Dry,73,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",Sad Indie,0.419,0.38299999999999995,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,2a1iMaoWQ5MnvLFBDv4qkf,257480,4
79,Mavi Phoenix,Grass And The Sun,46,"['austrian indie', 'austrian pop']",OFF POP,0.818,0.45899999999999996,8,-10.073,1,0.0399,0.9159999999999999,0.9059999999999999,0.111,0.24600000000000002,110.126,3ukpOoro2GrwqFCsaJaGiV,174545,4
80,Fabich,Slow Burn,46,['uk house'],OFF POP,0.701,0.68,1,-8.62,0,0.231,0.0493,0.000773,0.0675,0.7440000000000001,115.038,3etvgFnm544qWvIpKZ41ch,123667,4
81,The Blues Magoos,(We Ain't Got) Nothin' Yet,38,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",Alternative 60s,0.39799999999999996,0.8640000000000001,10,-8.199,1,0.0492,0.523,0.0,0.0985,0.782,148.47,6cQdZhnwKIeLud5qTD7BuQ,135747,4
82,The White Stripes,Icky Thump,68,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",Alternative 00s,0.41700000000000004,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,2LMq1O0NiqGhPOlXo3McYQ,254533,4
83,Japandroids,North East South West,37,"['canadian indie', 'indie rock', 'modern alternative rock', 'modern rock', 'noise pop', 'noise rock', 'vancouver indie', 'vancouver punk']",Garage Rock Revival,0.16699999999999998,0.953,7,-2.9189999999999996,1,0.0694,0.0472,0.0,0.0941,0.46,145.06,1hB1x77QvlXC10hvqaBd36,260867,4
84,BETWEEN FRIENDS,lonely,50,"['alt z', 'indie pop', 'la pop']",All New Indie,0.47100000000000003,0.446,5,-8.404,1,0.195,0.56,1.01e-06,0.129,0.32799999999999996,84.512,601hAvnWahYIYBGIWRLSxo,162240,4
85,girlhouse,loaded gun,35,[],undercurrents,0.772,0.6920000000000001,11,-8.192,1,0.0513,0.00742,0.00246,0.268,0.8690000000000001,126.97,0pZsHpKYy6BpBpez1X1dBs,230905,4
86,Reverend And The Makers,Heavyweight Champion of the World,56,"['britpop', 'modern rock', 'sheffield indie']",Sing-Along Indie Hits,0.546,0.838,9,-2.406,1,0.0407,0.00606,2.7000000000000002e-05,0.10400000000000001,0.7609999999999999,132.969,6BveiUac0BhnHB14wgi1lg,205227,4
87,The Rapture,How Deep Is Your Love?,52,"['alternative dance', 'dance-punk', 'electronica', 'indie rock', 'modern rock', 'new rave']",Garage Rock Revival,0.47200000000000003,0.826,9,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.32600000000001,7ddGC67DasWO30q5YepUJe,385920,4
88,Local Natives,Lemon [Feat. Sharon Van Etten],57,"['chillwave', 'indie folk', 'indie pop', 'indie rock', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler']",אינדי עכשיו,0.614,0.275,3,-8.744,1,0.027000000000000003,0.904,2.26e-05,0.11800000000000001,0.303,130.875,2WphjSfmTbX4wZ48SzYwaH,197880,3
89,CAYAM,Chaos in the Distance,46,[],Altar,0.7490000000000001,0.547,9,-11.342,0,0.0471,0.147,0.866,0.109,0.10099999999999999,129.002,2dNYZepmpo2RrnytcoZTrW,372151,4
90,Scarlet Pleasure,What A Life (j'fais ma life) [feat. Suzane],46,['danish pop'],Made Indie France,0.725,0.564,9,-5.64,0,0.039,0.499,0.0,0.07400000000000001,0.5479999999999999,113.881,3KkdZgcQxYQQZQXumGO1Cy,185942,4
91,PJ Harvey,Sheela-na-gig,32,"['alternative rock', 'art pop', 'art rock', 'lilith', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']",Alternative 90s,0.469,0.902,10,-6.147,1,0.0651,0.00617,0.000521,0.0813,0.413,123.97200000000001,38lK7SKreBMlqV0nLs0ode,199107,4
92,Zack Villere,Sore Throat,40,['bedroom pop'],Best Indie Songs of 2020,0.48,0.165,8,-11.561,1,0.0284,0.851,0.00657,0.0917,0.168,78.372,28klpa8QdmdIFRA07yAFpg,121240,4
93,Elvis Costello,Alison,58,"['art rock', 'folk', 'folk rock', 'mellow gold', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'roots rock', 'singer-songwriter']",Alternative 70s,0.557,0.32,1,-10.792,0,0.0438,0.7390000000000001,3.9899999999999994e-05,0.11199999999999999,0.377,176.64700000000002,1v98rfd0an913AzHvMNG8a,204533,4
94,Gorillaz,The Valley of The Pagans (feat. Beck),64,['alternative hip hop'],אינדי עכשיו,0.75,0.856,2,-5.8020000000000005,1,0.0457,0.0778,3.65e-05,0.11699999999999999,0.94,130.034,3oP3Tfn86FRmxAGsV0TqCp,181029,4
95,Chelou,Real,34,['uk alternative pop'],Lo-fi Indie,0.494,0.447,4,-11.58,0,0.0292,0.823,0.11699999999999999,0.179,0.196,146.072,0EkkHTu0jtYabmJbIKOsYn,226444,3
96,Benji Lewis,Drift,52,['vapor soul'],Underground Hits,0.6779999999999999,0.374,0,-9.387,0,0.0475,0.561,0.0249,0.10300000000000001,0.0519,82.05799999999999,4Sf23jc43dY15uoRQ4fWjf,222439,4
97,Dan Mason ダン·メイソン,Oh No (It's You),29,"['future funk', 'hardvapour', 'vaporwave']",vaporwave,0.6709999999999999,0.611,5,-9.991,0,0.0488,0.42700000000000005,0.802,0.0876,0.52,100.01700000000001,0SykCgqWNRv00avukuFT0J,235200,4
98,San Holo,"you’ve changed, i’ve changed",0,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",OFF POP,0.41600000000000004,0.623,5,-7.898,1,0.045,0.121,0.00225,0.27,0.19399999999999998,130.175,5GQpKsz2Gn2PwbPIwHlRqv,311625,4
99,The Happy Fits,Hold Me Down,56,"['indie pop', 'modern alternative rock', 'modern folk rock', 'modern rock', 'new jersey indie']",Feel-Good Indie Rock,0.499,0.948,2,-4.732,1,0.0652,0.0163,0.0,0.0933,0.8320000000000001,156.047,2e62x0Mhv46Zx1ph0W4B3d,223813,4
