,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
12,Trash Boat,Silence Is Golden,55,"['alternative emo', 'anthem emo', 'melodic hardcore', 'pop punk', 'uk pop punk']",New Core,0.46299999999999997,0.9079999999999999,10,-4.373,0,0.0756,0.00893,2.82e-06,0.366,0.45899999999999996,99.993,2zzFhg5DPpfw6Fx6SUWGLf,204745,4
13,A Day To Remember,Last Chance To Dance (Bad Friend),66,"['metalcore', 'pop punk', 'screamo']",New Core,0.308,0.9159999999999999,4,-4.13,0,0.0875,2.02e-05,0.0,0.322,0.68,122.23100000000001,0o49yIEUZUoCTJ1qRnqFUO,185733,4
14,GAUPA,Febersvan,43,['dalarna indie'],Stoner Rock,0.312,0.634,6,-6.8389999999999995,1,0.0307,0.00117,0.882,0.10300000000000001,0.0788,130.424,4mN4IKOVpFTidgCc1I60Xw,447681,4
15,Napalm Death,Nazi Punks Fuck Off,35,"['alternative metal', 'birmingham metal', 'british death metal', 'british grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'metal']",Deep Dive - 90s Metal,0.261,0.977,5,-5.877999999999999,0,0.0886,0.000152,0.00165,0.0769,0.316,95.84700000000001,5FUCZUiW0cE1t9iCWbQPWE,80787,4
16,Four Stroke Baron,Lunatic Fringe,19,[],Progressive Metal,0.494,0.805,1,-8.241,0,0.0815,9.93e-05,0.0327,0.485,0.287,98.001,5aFvQjdc3KvJEvUkEHI7TL,253000,4
17,Uniform,Life in Remission,24,"['dub metal', 'nyc metal', 'post-doom metal']",The oTHERS,0.111,0.7440000000000001,7,-5.941,1,0.129,3.82e-05,0.915,0.0714,0.0246,170.34400000000002,0kVQ33i1yh6uNwcjmtvaXQ,265947,4
18,Caliban,Nichts ist für immer,44,"['deathcore', 'german metalcore', 'german post-hardcore', 'melodic metalcore', 'metalcore']",New Metal Tracks,0.494,0.966,7,-6.132000000000001,1,0.052000000000000005,3.91e-05,0.000162,0.193,0.292,140.06799999999998,4iBkyCP8OE4DqAoc28GL50,226150,4
19,Rob Scallon,Gateways,30,['instrumental bluegrass'],Instrumental Madness,0.552,0.938,7,-5.247999999999999,1,0.0746,2.98e-06,0.7170000000000001,0.0658,0.287,92.53,5NeV5REhgXSn2hpmUeyUfJ,188021,4
20,Killswitch Engage,My Curse,68,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal']",Metalcore Classics,0.19699999999999998,0.956,10,-2.908,0,0.0663,7.609999999999999e-05,0.00992,0.261,0.209,177.018,6zKF4293k44ItKWJJgrhXv,244773,3
21,Claustrofobia,Riff Cult,19,"['brazilian death metal', 'brazilian metal', 'brazilian thrash metal']",Thrashers,0.312,0.987,1,-4.646,1,0.13699999999999998,0.00035099999999999997,0.0318,0.27899999999999997,0.187,107.271,4YhGqxin3zzvlOd9lNPTSw,216715,4
22,Marduk,Christraping Black Metal,36,"['black metal', 'dark black metal', 'death metal', 'metal', 'swedish black metal', 'swedish metal', 'symphonic black metal']",Black Metal Essentials,0.195,0.983,3,-4.5969999999999995,1,0.0773,1.68e-06,0.308,0.355,0.0378,93.087,3X5u1hrPeBiZ0FjZe4B70v,225800,4
23,Sojourner,The Event Horizon,23,"['atmospheric black metal', 'dungeon synth', 'epic black metal']",Black & Dark Metal,0.376,0.674,8,-9.748,0,0.0426,0.00197,0.9079999999999999,0.0616,0.0679,119.88,3o1tPi2Ud1jHqweDS4UEif,491942,4
24,Ayreon,Computer Eyes,42,"['celtic metal', 'dutch metal', 'metal', 'neo classical metal', 'neo-progressive', 'power metal', 'prog metal', 'progressive metal', 'sci-fi metal', 'symphonic metal']",Deep Dive - 90s Metal,0.501,0.69,4,-7.635,0,0.0314,0.00572,0.000805,0.16,0.0492,96.988,0RV10Fcmfv9pqEbDj8gnDU,436973,4
25,Smash Hit Combo,Peine perdue,34,"['neo metal', 'rap rock']",New Metal Tracks,0.5579999999999999,0.981,4,-4.683,0,0.0712,2.97e-05,0.000136,0.6659999999999999,0.262,105.0,1enbVNlX6dmoiWVPHLIUp4,216222,4
26,Volumes,Weighted,47,"['djent', 'melodic metalcore', 'metalcore', 'progressive metalcore']",Got Djent?,0.439,0.93,1,-7.056,1,0.0652,5e-05,0.488,0.212,0.38299999999999995,83.992,0p5O9RsIhWcFpMtaztCic7,224792,4
27,Plini,Handmade Cities,44,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion']",Instrumental Madness,0.588,0.755,8,-6.8420000000000005,1,0.0434,0.0497,0.684,0.163,0.43700000000000006,102.941,257CrtLcfv4n9bBuDU4vgQ,285040,4
28,Underoath,On My Teeth,48,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']",Metalcore Classics,0.414,0.9440000000000001,1,-4.215,1,0.0739,4.61e-05,0.0004980000000000001,0.201,0.131,165.047,11kXjnwkLFOCGZJoRmlBHe,190840,4
29,Metallica,Sad But True,69,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",90s Metal Classics,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.44799999999999995,89.23,1PhLYngBKbeDtdmDzCg3Pb,323933,4
30,LEACH,Serenade (For the Broken Brave),0,[],Heavy Metal,0.326,0.998,1,-1.382,1,0.102,0.00234,0.0,0.41700000000000004,0.139,174.91,7gkujhPVKdYZOIxpPJQboY,255747,4
31,Andrew Baena,Wouldst Thou Like to Live Deliciously? - Live,29,['canadian metalcore'],Instrumental Madness,0.21100000000000002,0.92,11,-5.915,0,0.0416,5.42e-06,0.609,0.455,0.102,105.161,6hCpzW3IHokg4JMoY883I3,152643,3
32,Between The Buried And Me,Mordecai,39,"['deathcore', 'djent', 'melodic metalcore', 'north carolina metal', 'progressive metal']",Metalcore Classics,0.19899999999999998,0.9129999999999999,4,-5.772,1,0.0915,0.00022999999999999998,0.153,0.23199999999999998,0.266,148.641,2Fui3xJLasH473qnBa2T6C,347760,3
33,Underoath,A Boy Brushed Red Living In Black And White,62,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']",Metalcore Classics,0.419,0.932,1,-3.6039999999999996,0,0.106,0.0017100000000000001,0.0,0.13699999999999998,0.445,169.88099999999997,47IWLfIKOKhFnz1FUEUIkE,268000,4
34,Motörhead,Ace of Spades,74,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']",Metal Essentials,0.32899999999999996,0.9740000000000001,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.23399999999999999,140.862,6EPRKhUOdiFSQwGBRBbvsZ,166920,4
35,The Very End,Zeitgeist,31,['german thrash metal'],New Metal Tracks,0.475,0.997,1,-3.141,1,0.0993,7.87e-05,0.00155,0.127,0.258,94.992,1Dens6AGLroewjBldIJhQ7,240240,4
36,Mastodon,Asleep in the Deep - Instrumental,34,"['alternative metal', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",Instrumental Madness,0.314,0.863,9,-7.2,1,0.0477,1.27e-06,0.685,0.0886,0.256,134.815,5im6c5xrmQxrexc5vQEh9O,372640,4
37,Gorgoroth,Begravelsesnatt,35,"['black metal', 'dark black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'tolkien metal']",Black Metal Essentials,0.17,0.98,7,-12.697000000000001,1,0.0652,2.48e-06,0.852,0.515,0.0504,144.475,1FLfUPKZDEyqVq1CkhJrlV,153240,4
38,Satyricon,K.I.N.G,49,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']",Black Metal Essentials,0.5329999999999999,0.9540000000000001,9,-6.632000000000001,1,0.0505,9.66e-06,0.39799999999999996,0.051,0.39799999999999996,129.75799999999998,6IvxXL0dqXJlgIoIFfMqFA,216347,4
39,Five Finger Death Punch,Bad Company,65,"['alternative metal', 'groove metal', 'nu metal']",00s Metal Classics,0.557,0.8859999999999999,11,-4.196000000000001,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,1UWGkn34CD31VQfdi4D8Zp,262440,4
40,The Chronicles of Manimal and Samara,Love in the Time of Pestilence,28,[],Progressive Metal,0.278,0.8340000000000001,9,-10.08,0,0.105,0.113,0.0172,0.192,0.11800000000000001,133.523,1L4BtGYob6EaRXLDzSmcom,461307,5
41,The Heavy Eyes,God Damn Wolf Man,38,"['modern blues rock', 'modern hard rock', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",Stoner Rock,0.38299999999999995,0.892,9,-5.6129999999999995,0,0.0758,0.000643,0.767,0.409,0.75,82.979,50UtDNOwKeVHlBnO5xF0eU,169781,4
42,Michael Schenker Group,Armed and Ready - 2009 Remaster,50,"['album rock', 'german hard rock', 'glam metal', 'hard rock', 'metal', 'modern hard rock', 'neo classical metal', 'rock']",Old School Metal,0.32899999999999996,0.941,9,-7.687,1,0.084,0.0037600000000000003,0.00525,0.0791,0.77,171.632,21CvmkU9C4GXrl1KZBl0FF,251320,4
43,Sabaton,To Hell And Back,68,"['metal', 'power metal', 'swedish metal', 'swedish power metal']",10s Metal Classics,0.536,0.8490000000000001,0,-4.702,1,0.0616,0.00318,0.00197,0.10400000000000001,0.305,127.00200000000001,1BrgjqSg9du0lj3TUMLluL,206547,4
44,Cadaveria,Matryoshcada,22,"['gothic black metal', 'gothic metal', 'gothic symphonic metal', 'italian black metal', 'italian gothic metal', 'italian metal', 'symphonic metal']",Black & Dark Metal,0.489,0.9420000000000001,5,-5.032,1,0.0711,0.000384,0.00015,0.259,0.405,128.02200000000002,6449epitY6qpXac9swEIZN,309187,4
45,Solence,Thunder,51,"['gymcore', 'post-screamo']",Kickass Metal,0.6940000000000001,0.765,5,-5.773,0,0.0613,0.0165,0.00278,0.179,0.40700000000000003,129.92700000000002,1HujskdxDvA8tZuDT26iWc,203538,4
46,Power Trip,Executioner's Tax (Swing of the Axe),54,"['crossover thrash', 'new wave of thrash metal', 'texas hardcore']",Thrash Metal Essentials,0.484,0.991,8,-4.0280000000000005,0,0.0676,0.00028900000000000003,0.657,0.359,0.5589999999999999,167.035,1kbwEcixFWVj5dFO9Kso3J,225245,4
47,Accept,Beat The Bastards,48,"['album rock', 'german heavy metal', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",10s Metal Classics,0.523,0.9840000000000001,11,-3.695,0,0.11599999999999999,1.86e-05,0.0175,0.0553,0.324,120.00399999999999,5CtaBjZac81phlz5FNFI18,324747,4
48,Disturbed,Down with the Sickness,76,"['alternative metal', 'nu metal', 'rap metal']",Metal Empire,0.695,0.8759999999999999,3,-4.262,0,0.0553,0.0009960000000000001,6.89e-06,0.106,0.941,89.954,40rvBMQizxkIqnjPdEWY1v,279213,4
49,Anthrax,Carry on Wayward Son,43,"['album rock', 'alternative metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rap rock', 'rock', 'speed metal', 'thrash metal']",Metal Covers,0.401,0.868,9,-7.58,0,0.0591,0.000521,5.550000000000001e-05,0.309,0.785,126.99700000000001,5ShSguunTtuNXZhfibiDW1,324609,4
50,Crisix,This Is Resurrection Fest,22,"['metal catala', 'mexican metal', 'new wave of thrash metal', 'spanish metal']",Thrashers,0.607,0.878,2,-10.327,1,0.0973,0.000264,0.736,0.365,0.225,105.025,0NGcXLnHdyAxfIDsFSKPeo,167293,4
51,Vulture,Malicious Souls,29,"['german thrash metal', 'new wave of speed metal', 'nwothm']",Thrashers,0.306,0.935,4,-7.856,1,0.0611,6.879999999999999e-05,0.235,0.46299999999999997,0.364,190.08700000000002,5mipERxPGdO9j46zfghXB4,197933,4
52,Evile,Hell Unleashed,31,"['crossover thrash', 'death metal', 'groove metal', 'metal', 'new wave of thrash metal', 'speed metal', 'thrash metal']",Thrashers,0.336,0.987,11,-6.044,0,0.128,2.14e-06,0.32299999999999995,0.0738,0.094,113.54899999999999,7mozPCDgFc7VWCTQmv8O46,237627,4
53,The Damnnation,Parasite,14,['rock nacional feminino'],Thrashers,0.614,0.929,1,-5.087,1,0.0337,0.00037799999999999997,0.00447,0.168,0.198,109.98299999999999,1tuXl2vGUVl6OX1Q4kCmIp,221240,4
54,Saliva,After Me - 2021 Version,48,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'wrestling']",Hard Rock,0.462,0.855,1,-4.336,0,0.0428,8.06e-06,0.000346,0.0745,0.516,89.99600000000001,5BJs3aDrKYBRkzrhaVxf89,234288,4
55,Suicidal Tendencies,Cyco Vision,51,"['alternative metal', 'california hardcore', 'crossover thrash', 'funk metal', 'hard rock', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'rap rock', 'rock', 'thrash metal']",Deep Dive - 90s Metal,0.282,0.996,9,-3.991,1,0.27399999999999997,0.006679999999999999,0.0,0.0674,0.32299999999999995,185.423,3I9K8tSZRsAw7bRYfbhJEA,109307,4
56,TOOL,Forty Six & 2,67,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",Metal Empire,0.375,0.682,0,-6.898,0,0.0364,0.0015199999999999999,0.598,0.0897,0.396,159.23,6AioOohg4bQZFA4jIYQQ2r,363067,4
57,Calligram,Kenosis,12,['blackened crust'],Black & Dark Metal,0.171,0.902,10,-5.92,1,0.10099999999999999,2.7000000000000002e-05,0.8370000000000001,0.129,0.0871,87.289,5DKh3qMH31yNYsyoSuCRSC,295813,4
58,September Mourning,Wake The Dead,41,"['pixie', 'slayer']",Heavy Queens,0.261,0.963,2,-2.5140000000000002,1,0.124,1.7199999999999998e-05,0.0066099999999999996,0.305,0.361,113.742,2Jvrhhgjyy5Tu8S8Is8sFb,206823,5
59,Candlemass,The Pendulum,34,"['death metal', 'doom metal', 'epic doom', 'hard rock', 'metal', 'opera metal', 'swedish doom metal', 'swedish metal']",Heavy Metal,0.217,0.807,8,-4.802,1,0.0469,1.1900000000000001e-05,0.179,0.0733,0.249,103.89299999999999,4HcPY8dxlBZ5wjHkvLjJDR,299293,3
60,Classic Jack,Tunnel Vision,43,"['metalcore', 'post-screamo']",New Metal Tracks,0.35200000000000004,0.9359999999999999,7,-5.135,1,0.177,5.379999999999999e-05,0.000242,0.0851,0.473,199.988,4u3L7llguP2YbErz6S1Ki9,169800,4
61,John Petrucci,Terminal Velocity,43,"['instrumental rock', 'neo classical metal', 'progressive metal', 'shred']",Instrumental Madness,0.47,0.9740000000000001,4,-6.334,1,0.0617,0.00029,0.8140000000000001,0.106,0.431,95.014,3FNoShKmJkVElO7J43RreL,367707,4
62,AC/DC,Highway to Hell,83,"['australian rock', 'hard rock', 'rock']",Old School Metal,0.574,0.9129999999999999,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400,4
63,Gama Bomb,Sheer Khan,20,"['crossover thrash', 'irish metal', 'metal', 'new wave of thrash metal', 'speed metal', 'thrash metal']",Thrashers,0.337,0.9840000000000001,9,-4.136,1,0.23399999999999999,0.0006940000000000001,0.0034,0.366,0.0884,104.977,30qUzDIjwA0JUxhHHxPgPc,278287,4
64,Justice For The Damned,Sever What Makes Me Like Them,33,"['australian post-hardcore', 'metallic hardcore', 'progressive deathcore']",Black & Dark Metal,0.433,0.9890000000000001,10,-3.1830000000000003,0,0.133,7.020000000000001e-05,0.0909,0.162,0.326,144.974,7wVmiPS3bvv7qXkDfoXy2r,168680,4
65,Rotting Christ,Demonon Vrosis,43,"['black metal', 'gothic black metal', 'greek black metal', 'greek metal', 'melodic black metal', 'metal', 'symphonic black metal']",Black Metal Essentials,0.493,0.935,9,-3.148,0,0.0843,0.0043100000000000005,0.638,0.138,0.221,107.994,6YuVmHEXQU3Dgg3w3LSZnZ,296173,4
66,Amplifier,Kaleidoscope,32,[],Progressive Metal,0.294,0.8590000000000001,4,-4.635,0,0.0448,0.00519,0.0639,0.102,0.368,96.46600000000001,5o3XLBNTiwYyLeC107DXtF,350513,4
67,Black Sabbath,Planet Caravan,61,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",Metal Ballads,0.41700000000000004,0.0889,2,-24.660999999999998,1,0.036000000000000004,0.9259999999999999,0.897,0.083,0.41100000000000003,88.25,7wqF3BU0ykeKch6BcNqGiT,269533,4
68,Filter,"Hey Man, Nice Shot - Remastered Version",26,"['alternative metal', 'alternative rock', 'grunge', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']",Industrial Metal,0.489,0.6859999999999999,2,-8.033999999999999,1,0.0375,0.0028699999999999997,0.7490000000000001,0.212,0.313,177.101,21oe8ZdEOkGRtuvBjOnumN,315080,4
69,Feuerschwanz,I See Fire,42,"['german rock', 'medieval rock']",Epic & Melodic,0.424,0.892,6,-5.65,0,0.0546,0.00895,0.0,0.344,0.444,75.99600000000001,18xwh83PT4nzB1grNTB31h,295406,4
70,Classic Jack,Tunnel Vision,43,"['metalcore', 'post-screamo']",New Blood,0.35200000000000004,0.9359999999999999,7,-5.135,1,0.177,5.379999999999999e-05,0.000242,0.0851,0.473,199.988,4u3L7llguP2YbErz6S1Ki9,169800,4
71,Evildead,The Descending,17,"['crossover thrash', 'new wave of thrash metal', 'thrash metal']",Thrashers,0.315,0.961,10,-2.722,0,0.094,3.09e-05,7.53e-05,0.321,0.501,99.024,1v3dMKnhLUHnCya2klpAzU,192413,4
72,Drown This City,Borderline Existence,38,"['australian post-hardcore', 'slayer']",Deathcore,0.39299999999999996,0.937,1,-3.562,1,0.0872,0.00105,0.185,0.26899999999999996,0.152,155.035,5o7pMG40vXYImxaQGOGK5O,187000,4
73,Osi And The Jupiter,Grå Hest,34,"['medieval folk', 'rune folk', 'viking folk']",Northern Spirits,0.48,0.34700000000000003,7,-12.288,1,0.0316,0.6579999999999999,0.996,0.106,0.228,117.29899999999999,2udCUsTYBRwFWmhojeQQcZ,189545,4
74,Oceans,My Own Summer (Shove It),35,['german metalcore'],Metal Covers,0.375,0.958,7,-4.931,1,0.115,0.000722,0.0020800000000000003,0.265,0.299,72.238,3JAFPy9eiSkeevje6xmCyY,218051,4
75,SKÁLD,Rún,54,['viking folk'],Northern Spirits,0.555,0.42200000000000004,8,-11.540999999999999,0,0.0372,0.405,0.0569,0.135,0.35,170.115,34hYH6o60RtUv5u5UUgnd0,160400,4
76,Guns N' Roses,You Could Be Mine,69,"['glam metal', 'hard rock', 'rock']",90s Metal Classics,0.35,0.985,10,-5.676,0,0.122,0.008759999999999999,0.551,0.36,0.32299999999999995,151.007,0dlTGl67UFWcKupzkxZYOn,343640,4
77,Trivium,Dying in Your Arms,51,"['alternative metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal']",Metal Essentials,0.446,0.9329999999999999,9,-3.605,0,0.0537,2.55e-05,9.67e-05,0.085,0.753,159.961,2nuA1esWzYEgnfQ4DpsSsm,173160,4
78,Saxon,Wheels of Steel - 2009 Remastered Version,53,"['album rock', 'glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal', 'rock']",Old School Metal,0.539,0.7829999999999999,8,-6.651,1,0.0517,0.00147,0.742,0.151,0.14300000000000002,131.374,4ie42LCUKcp68EnZOMw9PG,358698,4
79,Valis Ablaze,Elevation (feat. White Dove),30,['djent'],Got Djent?,0.193,0.976,1,-4.4510000000000005,1,0.205,6.43e-05,1.61e-06,0.115,0.266,170.06,7GbUWiB4njNpJCuldPOTxv,327999,5
80,Hyro The Hero,Bullet,51,"['nu-metalcore', 'rap rock']",Ultimate Metal,0.59,0.857,6,-3.9819999999999998,0,0.0831,4.6700000000000003e-05,6.4e-06,0.284,0.652,110.027,1R1B4ToHa8KZ4LAObK12Pv,173733,4
81,Onlap,My Generation,45,['gymcore'],New Metal Tracks,0.47200000000000003,0.993,0,-2.7560000000000002,1,0.151,0.000978,0.0,0.364,0.215,94.969,4Yz0HakUk53fyBt0b8qLky,213474,4
82,Annihilator,Dressed Up For Evil,27,"['canadian metal', 'death metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'speed metal', 'technical groove metal', 'thrash metal']",Thrashers,0.479,0.987,6,-4.297,1,0.0896,2.42e-05,0.12300000000000001,0.8340000000000001,0.439,129.974,7IuQCxP3DQ1TAFgsrCvB50,280865,4
83,In Flames,Metaphor,46,"['alternative metal', 'gothenburg metal', 'melodic death metal', 'melodic metalcore', 'metal', 'nu metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",Metal Ballads,0.441,0.831,5,-7.611000000000001,0,0.0288,0.0009279999999999999,0.0582,0.12300000000000001,0.585,179.99400000000003,5AQ0Si5k61OtaUv6TKLI1e,219400,4
84,Mötley Crüe,Looks That Kill,63,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",Old School Metal,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,5uRN4EmPA7BWs5f4xsIl0Z,249013,4
85,Every Time I Die,Wanderlust,43,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']",Deep Dive - 00s Metal,0.259,0.9520000000000001,10,-4.175,1,0.134,0.00018999999999999998,0.0,0.405,0.212,107.977,5YSR67UAwL3LhBqqccfQyy,250307,3
86,Tides From Nebula,Ghost Horses,39,"['cosmic post-rock', 'instrumental post-rock', 'polish post-rock', 'post-rock']",Progressive Metal,0.20199999999999999,0.8909999999999999,1,-7.289,1,0.098,2.5e-05,0.961,0.0717,0.0518,130.708,7MDcO067h1hlRrUmkaP2Yq,353000,4
87,Nevertel,new friend,0,"['gymcore', 'post-screamo']",New Core,0.599,0.816,2,-5.87,1,0.053,0.0015400000000000001,0.000131,0.462,0.249,120.022,5HN6aAxVyZ7TlE7geDwNGW,178250,4
88,BABYMETAL,Kagerou,31,"['comic metal', 'idol rock', 'j-metal', 'kawaii metal']",Ultimate Metal,0.341,0.9690000000000001,5,-7.105,0,0.113,6.36e-06,0.7140000000000001,0.985,0.258,194.976,2JdnOxFcD5YsjDzLf0FLFz,335310,4
89,Black Veil Brides,Fields of Bone,63,"['alternative metal', 'modern rock', 'pop punk', 'screamo']",Kickass Metal,0.252,0.9570000000000001,1,-2.318,0,0.473,0.00268,0.00045099999999999996,0.0834,0.192,187.85299999999998,4laL1b43eMOm6Jkx4LzBl1,199788,4
90,Thousand Thoughts,Heads or Tails,31,['uk metalcore'],New Blood,0.419,0.917,8,-4.822,1,0.0676,0.0007610000000000001,0.0,0.11800000000000001,0.461,169.989,6OdQIM1EN3W7hD22UN0aPR,229047,4
91,Demon King,"The Watcher, Wreathed in Flame",25,['technical death metal'],Black & Dark Metal,0.256,0.961,5,-4.055,1,0.18,2.5e-05,0.8170000000000001,0.11900000000000001,0.171,115.929,71tyhEAAtydAiq2Ux8FX5z,304421,4
92,Lacuna Coil,Enjoy the Silence - cover version,57,"['alternative metal', 'gothic metal', 'italian gothic', 'italian gothic metal', 'italian metal', 'slayer', 'symphonic metal']",00s Metal Classics,0.503,0.667,11,-6.831,0,0.0285,0.000984,0.027000000000000003,0.22899999999999998,0.10099999999999999,113.01799999999999,71KtwiEpzcn9WxwlaS7ZJY,245573,4
93,The Acacia Strain,Solace and Serenity,34,"['deathcore', 'djent', 'melodic metalcore', 'metalcore']",Deathcore,0.523,0.982,0,-4.795,1,0.0962,3.47e-05,0.00126,0.095,0.12300000000000001,121.994,2AjhXtZ0qU4XW8k9ZrNAnD,277324,4
94,Liquid Tension Experiment,Acid Rain,50,"['chapman stick', 'instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']",Progressive Metal,0.414,0.945,9,-4.66,1,0.0897,0.000333,0.479,0.314,0.565,145.014,7D1wLtyGaUppoqMleM6VqT,396067,4
95,Soulspell,The Final Sacrifice,0,"['brazilian metal', 'brazilian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic power metal']",Epic & Melodic,0.516,0.858,8,-4.1,1,0.0402,0.00045700000000000005,0.0035299999999999997,0.12,0.142,91.00200000000001,4cScKIcfk0H7Awz0Yugsa2,303640,4
